id,video_path,duration_sec,first,middle,last,sparse,contact_sheet,error
vdcr_commons_mr33_000004,media/vdcr_commons_manual_round33_v1/vdcr_commons_mr33_000004.webm,28.842,ok,ok,ok,12,ok,
vdcr_commons_mr33_000005,media/vdcr_commons_manual_round33_v1/vdcr_commons_mr33_000005.gif,5.470,ok,ok,ok,12,ok,
vdcr_commons_mr34_000001,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000001.webm,126.041,ok,ok,ok,12,ok,
vdcr_commons_mr34_000002,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000002.ogv,66.700,ok,ok,ok,12,ok,
vdcr_commons_mr34_000003,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000003.ogv,12.646,ok,ok,ok,12,ok,
vdcr_commons_mr34_000004,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000004.ogv,30.000,ok,ok,ok,12,ok,
vdcr_commons_mr34_000005,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000005.ogv,20.121,ok,ok,ok,12,ok,
vdcr_commons_mr34_000006,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000006.gif,,missing,missing,missing,0,missing,ffprobe:could not convert string to float: 'N/A'
vdcr_commons_mr34_000007,media/vdcr_commons_manual_round34_v1/vdcr_commons_mr34_000007.webm,28.562,ok,ok,ok,12,ok,
vdcr_commons_mr35_000001,media/vdcr_commons_manual_round35_v1/vdcr_commons_mr35_000001.webm,19.520,ok,ok,ok,12,ok,
vdcr_commons_mr35_000002,media/vdcr_commons_manual_round35_v1/vdcr_commons_mr35_000002.webm,3.003,ok,ok,ok,12,ok,
vdcr_commons_mr35_000003,media/vdcr_commons_manual_round35_v1/vdcr_commons_mr35_000003.gif,4.000,ok,ok,missing,6,ok,partial_frame_extraction
vdcr_commons_mr36_000001,media/vdcr_commons_manual_round36_v1/vdcr_commons_mr36_000001.ogv,10.000,ok,ok,ok,8,ok,
vdcr_commons_mr36_000002,media/vdcr_commons_manual_round36_v1/vdcr_commons_mr36_000002.ogv,6.750,ok,ok,ok,8,ok,
vdcr_commons_mr36_000003,media/vdcr_commons_manual_round36_v1/vdcr_commons_mr36_000003.ogv,15.250,ok,ok,ok,8,ok,
vdcr_commons_mr36_000004,media/vdcr_commons_manual_round36_v1/vdcr_commons_mr36_000004.webm,195.046,ok,ok,ok,8,ok,
vdcr_commons_mr37_000001,media/vdcr_commons_manual_round37_v1/vdcr_commons_mr37_000001.webm,75.000,ok,ok,ok,8,ok,
vdcr_commons_mr38_000001,media/vdcr_commons_manual_round38_v1/vdcr_commons_mr38_000001.webm,88.192,ok,ok,ok,8,ok,
vdcr_commons_mr40_000001,media/vdcr_commons_manual_round40_v1/vdcr_commons_mr40_000001.webm,57.560,ok,ok,ok,8,ok,
vdcr_commons_mr41_000001,media/vdcr_commons_manual_round41_v1/vdcr_commons_mr41_000001.webm,55.922,ok,ok,ok,8,ok,
vdcr_commons_mr42_000001,media/vdcr_commons_manual_round42_v1/vdcr_commons_mr42_000001.webm,152.560,ok,ok,ok,8,ok,
vdcr_public_mr43_000002,media/vdcr_public_manual_round43_v1/vdcr_public_mr43_000002.mp4,8.266,ok,ok,ok,8,ok,
vdcr_public_mr44_000003,media/vdcr_public_manual_round44_v1/vdcr_public_mr44_srep_dendrite_experimental_01.wmv,30.800,ok,ok,ok,8,not_exported_for_raw_wmv,
vdcr_public_mr45_000001,media/vdcr_public_manual_round45_v1/vdcr_public_mr45_nps_singing_sand.mp4,19.186,ok,ok,ok,8,ok_but_raw_has_text_audio,
vdcr_public_mr46_000001,media/vdcr_public_manual_round46_v1/vdcr_public_mr46_usgs_capillary_action.mp4,116.146,ok,ok,ok,24,ok_but_raw_has_explainer_text_audio_and_end_card,
vdcr_public_mr47_000001,media/vdcr_public_manual_round47_v1/vdcr_public_mr47_plos_mitotic_chromosome_segregation_s005.mov,76.667,ok,ok,ok,19,ok_but_raw_has_embedded_bottom_timestamp_band,
vdcr_public_mr48_000001,media/vdcr_public_manual_round48_v1/vdcr_public_mr48_commons_droplet_impact_s6.ogv,4.420,ok,ok,ok,18,ok_but_raw_metadata_contains_article_title_author_license,
vdcr_public_mr49_000001,media/vdcr_public_manual_round49_v1/vdcr_public_mr49_commons_flame_blowoff.gif,3.500,ok,ok,ok,14,ok,
